transaction_id,year,origin_gta_property_id,destination_type,destination_id,purpose,heads
TX00001501,2016,GTA_RO_0007,slaughterhouse,SH_RO_03,slaughter,34
TX00001502,2016,GTA_RO_0007,property,GTA_RO_0011,fattening,40
TX00001503,2016,GTA_RO_0008,slaughterhouse,SH_RO_04,slaughter,137
TX00001504,2016,GTA_RO_0008,property,GTA_RO_0012,breeding,117
TX00001505,2016,GTA_RO_0009,slaughterhouse,SH_RO_02,slaughter,161
TX00001506,2016,GTA_RO_0009,slaughterhouse,SH_RO_01,slaughter,56
TX00001507,2016,GTA_RO_0009,property,GTA_RO_0013,other,24
TX00001508,2016,GTA_RO_0010,property,GTA_RO_0014,fattening,40
TX00001509,2016,GTA_RO_0011,slaughterhouse,SH_RO_04,slaughter,218
TX00001510,2016,GTA_RO_0011,slaughterhouse,SH_RO_03,slaughter,17
TX00001511,2016,GTA_RO_0011,property,GTA_RO_0019,breeding,42
TX00001512,2016,GTA_RO_0012,slaughterhouse,SH_RO_04,slaughter,206
TX00001513,2016,GTA_RO_0012,property,GTA_RO_0016,other,82
TX00001514,2016,GTA_RO_0012,property,GTA_RO_0016,other,2
TX00001515,2016,GTA_RO_0013,slaughterhouse,SH_RO_01,slaughter,255
TX00001516,2016,GTA_RO_0013,slaughterhouse,SH_RO_02,slaughter,26
TX00001517,2016,GTA_RO_0013,property,GTA_RO_0017,fattening,89
TX00001518,2016,GTA_RO_0014,slaughterhouse,SH_RO_02,slaughter,183
TX00001519,2016,GTA_RO_0014,property,GTA_RO_0018,breeding,34
TX00001520,2016,GTA_RO_0015,property,GTA_RO_0019,other,116
TX00001521,2016,GTA_RO_0016,slaughterhouse,SH_RO_04,slaughter,188
TX00001522,2016,GTA_RO_0016,property,GTA_RO_0024,fattening,51
TX00001523,2016,GTA_RO_0017,slaughterhouse,SH_RO_02,slaughter,166
TX00001524,2016,GTA_RO_0017,slaughterhouse,SH_RO_03,slaughter,31
TX00001525,2016,GTA_RO_0017,property,GTA_RO_0021,breeding,64
TX00001526,2016,GTA_RO_0018,slaughterhouse,SH_RO_02,slaughter,227
TX00001527,2016,GTA_RO_0018,property,GTA_RO_0022,other,93
TX00001528,2016,GTA_RO_0019,slaughterhouse,SH_RO_03,slaughter,211
TX00001529,2016,GTA_RO_0019,slaughterhouse,SH_RO_04,slaughter,16
TX00001530,2016,GTA_RO_0019,property,GTA_RO_0023,fattening,85
TX00001531,2016,GTA_RO_0020,property,GTA_RO_0024,breeding,82
TX00001532,2016,GTA_RO_0021,slaughterhouse,SH_RO_01,slaughter,214
TX00001533,2016,GTA_RO_0021,slaughterhouse,SH_RO_02,slaughter,43
TX00001534,2016,GTA_RO_0021,property,GTA_RO_0029,other,87
TX00001535,2016,GTA_RO_0022,slaughterhouse,SH_RO_02,slaughter,189
TX00001536,2016,GTA_RO_0022,property,GTA_RO_0026,fattening,103
TX00001537,2016,GTA_RO_0023,slaughterhouse,SH_RO_03,slaughter,163
TX00001538,2016,GTA_RO_0023,slaughterhouse,SH_RO_04,slaughter,44
TX00001539,2016,GTA_RO_0023,property,GTA_RO_0027,breeding,21
TX00001540,2016,GTA_RO_0023,property,GTA_RO_0027,other,13
TX00001541,2016,GTA_RO_0024,slaughterhouse,SH_RO_03,slaughter,198
TX00001542,2016,GTA_RO_0024,property,GTA_RO_0028,other,94
TX00001543,2016,GTA_RO_0025,property,GTA_RO_0029,fattening,94
TX00001544,2016,GTA_RO_0026,slaughterhouse,SH_RO_02,slaughter,174
TX00001545,2016,GTA_RO_0026,property,GTA_RO_0034,breeding,42
TX00001546,2016,GTA_RO_0027,slaughterhouse,SH_RO_03,slaughter,220
TX00001547,2016,GTA_RO_0027,slaughterhouse,SH_RO_04,slaughter,28
TX00001548,2016,GTA_RO_0027,property,GTA_RO_0031,other,65
TX00001549,2016,GTA_RO_0028,slaughterhouse,SH_RO_03,slaughter,210
TX00001550,2016,GTA_RO_0028,property,GTA_RO_0032,fattening,82
TX00001551,2016,GTA_RO_0029,slaughterhouse,SH_RO_01,slaughter,225
TX00001552,2016,GTA_RO_0029,slaughterhouse,SH_RO_02,slaughter,57
TX00001553,2016,GTA_RO_0029,property,GTA_RO_0033,breeding,120
TX00001554,2016,GTA_RO_0030,property,GTA_RO_0034,other,49
TX00001555,2016,GTA_RO_0031,slaughterhouse,SH_RO_03,slaughter,202
TX00001556,2016,GTA_RO_0031,slaughterhouse,SH_RO_04,slaughter,22
TX00001557,2016,GTA_RO_0031,property,GTA_RO_0039,fattening,82
TX00001558,2016,GTA_RO_0032,slaughterhouse,SH_RO_03,slaughter,157
TX00001559,2016,GTA_RO_0032,property,GTA_RO_0036,breeding,34
TX00001560,2016,GTA_RO_0033,slaughterhouse,SH_RO_02,slaughter,152
TX00001561,2016,GTA_RO_0033,slaughterhouse,SH_RO_01,slaughter,35
TX00001562,2016,GTA_RO_0033,property,GTA_RO_0037,other,46
TX00001563,2016,GTA_RO_0034,slaughterhouse,SH_RO_04,slaughter,203
TX00001564,2016,GTA_RO_0034,property,GTA_RO_0038,fattening,120
TX00001565,2016,GTA_RO_0034,property,GTA_RO_0038,other,8
TX00001566,2016,GTA_RO_0035,property,GTA_RO_0039,breeding,86
TX00001567,2016,GTA_RO_0036,slaughterhouse,SH_RO_04,slaughter,233
TX00001568,2016,GTA_RO_0036,property,GTA_RO_0044,other,29
TX00001569,2016,GTA_RO_0037,slaughterhouse,SH_RO_01,slaughter,184
TX00001570,2016,GTA_RO_0037,slaughterhouse,SH_RO_02,slaughter,38
TX00001571,2016,GTA_RO_0037,property,GTA_RO_0041,fattening,82
TX00001572,2016,GTA_RO_0038,slaughterhouse,SH_RO_01,slaughter,235
TX00001573,2016,GTA_RO_0038,property,GTA_RO_0042,breeding,76
TX00001574,2016,GTA_RO_0039,slaughterhouse,SH_RO_03,slaughter,217
TX00001575,2016,GTA_RO_0039,slaughterhouse,SH_RO_04,slaughter,42
TX00001576,2016,GTA_RO_0039,property,GTA_RO_0043,other,77
TX00001577,2016,GTA_RO_0040,property,GTA_RO_0044,fattening,69
TX00001578,2016,GTA_RO_0041,slaughterhouse,SH_RO_01,slaughter,189
TX00001579,2016,GTA_RO_0041,slaughterhouse,SH_RO_02,slaughter,40
TX00001580,2016,GTA_RO_0041,property,GTA_RO_0049,breeding,57
TX00001581,2016,GTA_RO_0042,slaughterhouse,SH_RO_02,slaughter,238
TX00001582,2016,GTA_RO_0042,property,GTA_RO_0046,other,48
TX00001583,2016,GTA_RO_0043,slaughterhouse,SH_RO_03,slaughter,233
TX00001584,2016,GTA_RO_0043,slaughterhouse,SH_RO_04,slaughter,53
TX00001585,2016,GTA_RO_0043,property,GTA_RO_0047,fattening,74
TX00001586,2016,GTA_RO_0044,slaughterhouse,SH_RO_03,slaughter,230
TX00001587,2016,GTA_RO_0044,property,GTA_RO_0048,breeding,59
TX00001588,2016,GTA_RO_0045,property,GTA_RO_0049,other,22
TX00001589,2016,GTA_RO_0045,property,GTA_RO_0049,other,4
TX00001590,2016,GTA_RO_0046,slaughterhouse,SH_RO_01,slaughter,179
TX00001591,2016,GTA_RO_0046,property,GTA_RO_0054,fattening,122
TX00001592,2016,GTA_RO_0047,slaughterhouse,SH_RO_02,slaughter,181
TX00001593,2016,GTA_RO_0047,slaughterhouse,SH_RO_01,slaughter,43
TX00001594,2016,GTA_RO_0047,property,GTA_RO_0051,breeding,95
TX00001595,2016,GTA_RO_0048,slaughterhouse,SH_RO_03,slaughter,252
TX00001596,2016,GTA_RO_0048,property,GTA_RO_0052,other,111
TX00001597,2016,GTA_RO_0049,slaughterhouse,SH_RO_02,slaughter,84
TX00001598,2016,GTA_RO_0049,slaughterhouse,SH_RO_01,slaughter,16
TX00001599,2016,GTA_RO_0049,property,GTA_RO_0053,fattening,107
TX00001600,2016,GTA_RO_0050,property,GTA_RO_0054,breeding,105
TX00001601,2016,GTA_RO_0051,slaughterhouse,SH_RO_03,slaughter,193
TX00001602,2016,GTA_RO_0051,slaughterhouse,SH_RO_04,slaughter,53
TX00001603,2016,GTA_RO_0051,property,GTA_RO_0059,other,87
TX00001604,2016,GTA_RO_0052,slaughterhouse,SH_RO_04,slaughter,214
TX00001605,2016,GTA_RO_0052,property,GTA_RO_0056,fattening,100
TX00001606,2016,GTA_RO_0053,slaughterhouse,SH_RO_02,slaughter,164
TX00001607,2016,GTA_RO_0053,slaughterhouse,SH_RO_03,slaughter,57
TX00001608,2016,GTA_RO_0053,property,GTA_RO_0057,breeding,105
TX00001609,2016,GTA_RO_0054,slaughterhouse,SH_RO_02,slaughter,247
TX00001610,2016,GTA_RO_0054,property,GTA_RO_0058,other,22
TX00001611,2016,GTA_RO_0055,property,GTA_RO_0059,fattening,81
TX00001612,2016,GTA_RO_0056,slaughterhouse,SH_RO_04,slaughter,156
TX00001613,2016,GTA_RO_0056,property,GTA_RO_0064,breeding,29
TX00001614,2016,GTA_RO_0056,property,GTA_RO_0064,other,5
TX00001615,2016,GTA_RO_0057,slaughterhouse,SH_RO_02,slaughter,226
TX00001616,2016,GTA_RO_0057,slaughterhouse,SH_RO_01,slaughter,39
TX00001617,2016,GTA_RO_0057,property,GTA_RO_0061,other,37
TX00001618,2016,GTA_RO_0058,slaughterhouse,SH_RO_01,slaughter,213
TX00001619,2016,GTA_RO_0058,property,GTA_RO_0062,fattening,123
TX00001620,2016,GTA_RO_0059,slaughterhouse,SH_RO_04,slaughter,187
TX00001621,2016,GTA_RO_0059,slaughterhouse,SH_RO_03,slaughter,17
TX00001622,2016,GTA_RO_0059,property,GTA_RO_0063,breeding,48
TX00001623,2016,GTA_RO_0060,property,GTA_RO_0064,other,67
TX00001624,2016,GTA_RO_0061,slaughterhouse,SH_RO_01,slaughter,202
TX00001625,2016,GTA_RO_0061,slaughterhouse,SH_RO_02,slaughter,20
TX00001626,2016,GTA_RO_0061,property,GTA_RO_0069,fattening,115
TX00001627,2016,GTA_RO_0062,slaughterhouse,SH_RO_02,slaughter,195
TX00001628,2016,GTA_RO_0062,property,GTA_RO_0066,breeding,35
TX00001629,2016,GTA_RO_0063,slaughterhouse,SH_RO_03,slaughter,201
TX00001630,2016,GTA_RO_0063,slaughterhouse,SH_RO_04,slaughter,51
TX00001631,2016,GTA_RO_0063,property,GTA_RO_0067,other,100
TX00001632,2016,GTA_RO_0064,slaughterhouse,SH_RO_04,slaughter,191
TX00001633,2016,GTA_RO_0064,property,GTA_RO_0068,fattening,117
TX00001634,2016,GTA_RO_0065,property,GTA_RO_0069,breeding,114
TX00001635,2016,GTA_RO_0066,slaughterhouse,SH_RO_02,slaughter,194
TX00001636,2016,GTA_RO_0066,property,GTA_RO_0002,other,121
TX00001637,2016,GTA_RO_0067,slaughterhouse,SH_RO_04,slaughter,217
TX00001638,2016,GTA_RO_0067,slaughterhouse,SH_RO_03,slaughter,41
TX00001639,2016,GTA_RO_0067,property,GTA_RO_0071,fattening,91
TX00001640,2016,GTA_RO_0067,property,GTA_RO_0071,other,8
TX00001641,2016,GTA_RO_0068,slaughterhouse,SH_RO_04,slaughter,148
TX00001642,2016,GTA_RO_0068,property,GTA_RO_0072,breeding,92
TX00001643,2016,GTA_RO_0069,slaughterhouse,SH_RO_01,slaughter,206
TX00001644,2016,GTA_RO_0069,slaughterhouse,SH_RO_02,slaughter,42
TX00001645,2016,GTA_RO_0069,property,GTA_RO_0001,other,100
TX00001646,2016,GTA_RO_0070,property,GTA_RO_0002,fattening,33
TX00001647,2016,GTA_RO_0071,slaughterhouse,SH_RO_04,slaughter,219
TX00001648,2016,GTA_RO_0071,slaughterhouse,SH_RO_03,slaughter,32
TX00001649,2016,GTA_RO_0071,property,GTA_RO_0003,breeding,70
TX00001650,2016,GTA_RO_0072,slaughterhouse,SH_RO_04,slaughter,165
TX00001651,2016,GTA_RO_0072,property,GTA_RO_0004,other,45
TX00001652,2016,GTA_MT_0001,slaughterhouse,SH_MT_01,slaughter,280
TX00001653,2016,GTA_MT_0001,slaughterhouse,SH_MT_02,slaughter,21
TX00001654,2016,GTA_MT_0001,property,GTA_MT_0009,fattening,81
TX00001655,2016,GTA_MT_0001,property,GTA_MT_0009,other,11
TX00001656,2016,GTA_MT_0002,slaughterhouse,SH_MT_02,slaughter,195
TX00001657,2016,GTA_MT_0002,property,GTA_MT_0006,breeding,89
TX00001658,2016,GTA_MT_0003,slaughterhouse,SH_MT_04,slaughter,188
TX00001659,2016,GTA_MT_0003,slaughterhouse,SH_MT_03,slaughter,58
TX00001660,2016,GTA_MT_0003,property,GTA_MT_0007,other,83
TX00001661,2016,GTA_MT_0004,slaughterhouse,SH_MT_03,slaughter,238
TX00001662,2016,GTA_MT_0004,property,GTA_MT_0008,fattening,67
TX00001663,2016,GTA_MT_0005,property,GTA_MT_0009,breeding,25
TX00001664,2016,GTA_MT_0006,slaughterhouse,SH_MT_02,slaughter,222
TX00001665,2016,GTA_MT_0006,property,GTA_MT_0014,other,42
TX00001666,2016,GTA_MT_0007,slaughterhouse,SH_MT_03,slaughter,130
TX00001667,2016,GTA_MT_0007,slaughterhouse,SH_MT_04,slaughter,41
TX00001668,2016,GTA_MT_0007,property,GTA_MT_0011,fattening,21
TX00001669,2016,GTA_MT_0008,slaughterhouse,SH_MT_04,slaughter,103
TX00001670,2016,GTA_MT_0008,property,GTA_MT_0012,breeding,80
TX00001671,2016,GTA_MT_0009,slaughterhouse,SH_MT_01,slaughter,228
TX00001672,2016,GTA_MT_0009,slaughterhouse,SH_MT_02,slaughter,25
TX00001673,2016,GTA_MT_0009,property,GTA_MT_0013,other,47
TX00001674,2016,GTA_MT_0010,property,GTA_MT_0014,fattening,73
TX00001675,2016,GTA_MT_0011,slaughterhouse,SH_MT_03,slaughter,176
TX00001676,2016,GTA_MT_0011,slaughterhouse,SH_MT_04,slaughter,34
TX00001677,2016,GTA_MT_0011,property,GTA_MT_0019,breeding,27
TX00001678,2016,GTA_MT_0012,slaughterhouse,SH_MT_04,slaughter,197
TX00001679,2016,GTA_MT_0012,property,GTA_MT_0016,other,19
TX00001680,2016,GTA_MT_0012,property,GTA_MT_0016,other,12
TX00001681,2016,GTA_MT_0013,slaughterhouse,SH_MT_01,slaughter,212
TX00001682,2016,GTA_MT_0013,slaughterhouse,SH_MT_02,slaughter,19
TX00001683,2016,GTA_MT_0013,property,GTA_MT_0017,fattening,63
TX00001684,2016,GTA_MT_0014,slaughterhouse,SH_MT_02,slaughter,99
TX00001685,2016,GTA_MT_0014,property,GTA_MT_0018,breeding,29
TX00001686,2016,GTA_MT_0015,property,GTA_MT_0019,other,39
TX00001687,2016,GTA_MT_0016,slaughterhouse,SH_MT_04,slaughter,181
TX00001688,2016,GTA_MT_0016,property,GTA_MT_0024,fattening,68
TX00001689,2016,GTA_MT_0017,slaughterhouse,SH_MT_02,slaughter,163
TX00001690,2016,GTA_MT_0017,slaughterhouse,SH_MT_01,slaughter,58
TX00001691,2016,GTA_MT_0017,property,GTA_MT_0021,breeding,103
TX00001692,2016,GTA_MT_0018,slaughterhouse,SH_MT_02,slaughter,172
TX00001693,2016,GTA_MT_0018,property,GTA_MT_0022,other,22
TX00001694,2016,GTA_MT_0019,slaughterhouse,SH_MT_03,slaughter,203
TX00001695,2016,GTA_MT_0019,slaughterhouse,SH_MT_04,slaughter,56
TX00001696,2016,GTA_MT_0019,property,GTA_MT_0023,fattening,21
TX00001697,2016,GTA_MT_0020,property,GTA_MT_0024,breeding,80
TX00001698,2016,GTA_MT_0021,slaughterhouse,SH_MT_01,slaughter,199
TX00001699,2016,GTA_MT_0021,slaughterhouse,SH_MT_02,slaughter,49
TX00001700,2016,GTA_MT_0021,property,GTA_MT_0029,other,27
TX00001701,2016,GTA_MT_0022,slaughterhouse,SH_MT_01,slaughter,199
TX00001702,2016,GTA_MT_0022,property,GTA_MT_0026,fattening,18
TX00001703,2016,GTA_MT_0023,slaughterhouse,SH_MT_04,slaughter,218
TX00001704,2016,GTA_MT_0023,slaughterhouse,SH_MT_03,slaughter,52
TX00001705,2016,GTA_MT_0023,property,GTA_MT_0027,breeding,35
TX00001706,2016,GTA_MT_0023,property,GTA_MT_0027,other,4
TX00001707,2016,GTA_MT_0024,slaughterhouse,SH_MT_04,slaughter,176
TX00001708,2016,GTA_MT_0024,property,GTA_MT_0028,other,29
TX00001709,2016,GTA_MT_0025,property,GTA_MT_0029,fattening,80
TX00001710,2016,GTA_MT_0026,slaughterhouse,SH_MT_02,slaughter,124
TX00001711,2016,GTA_MT_0026,property,GTA_MT_0034,breeding,106
TX00001712,2016,GTA_MT_0027,slaughterhouse,SH_MT_04,slaughter,241
TX00001713,2016,GTA_MT_0027,slaughterhouse,SH_MT_03,slaughter,52
TX00001714,2016,GTA_MT_0027,property,GTA_MT_0031,other,24
TX00001715,2016,GTA_MT_0028,slaughterhouse,SH_MT_03,slaughter,156
TX00001716,2016,GTA_MT_0028,property,GTA_MT_0032,fattening,114
TX00001717,2016,GTA_MT_0029,slaughterhouse,SH_MT_01,slaughter,165
TX00001718,2016,GTA_MT_0029,slaughterhouse,SH_MT_02,slaughter,59
TX00001719,2016,GTA_MT_0029,property,GTA_MT_0033,breeding,18
TX00001720,2016,GTA_MT_0030,property,GTA_MT_0034,other,45
TX00001721,2016,GTA_MT_0031,slaughterhouse,SH_MT_03,slaughter,223
TX00001722,2016,GTA_MT_0031,slaughterhouse,SH_MT_04,slaughter,33
TX00001723,2016,GTA_MT_0031,property,GTA_MT_0039,fattening,108
TX00001724,2016,GTA_MT_0032,slaughterhouse,SH_MT_04,slaughter,220
TX00001725,2016,GTA_MT_0032,property,GTA_MT_0036,breeding,93
TX00001726,2016,GTA_MT_0033,slaughterhouse,SH_MT_01,slaughter,192
TX00001727,2016,GTA_MT_0033,slaughterhouse,SH_MT_02,slaughter,58
TX00001728,2016,GTA_MT_0033,property,GTA_MT_0037,other,22
TX00001729,2016,GTA_MT_0034,slaughterhouse,SH_MT_02,slaughter,121
TX00001730,2016,GTA_MT_0034,property,GTA_MT_0038,fattening,24
TX00001731,2016,GTA_MT_0034,property,GTA_MT_0038,other,6
TX00001732,2016,GTA_MT_0035,property,GTA_MT_0039,breeding,98
TX00001733,2016,GTA_MT_0036,slaughterhouse,SH_MT_04,slaughter,172
TX00001734,2016,GTA_MT_0036,property,GTA_MT_0044,other,110
TX00001735,2016,GTA_MT_0037,slaughterhouse,SH_MT_01,slaughter,190
TX00001736,2016,GTA_MT_0037,slaughterhouse,SH_MT_02,slaughter,55
TX00001737,2016,GTA_MT_0037,property,GTA_MT_0041,fattening,56
TX00001738,2016,GTA_MT_0038,slaughterhouse,SH_MT_01,slaughter,161
TX00001739,2016,GTA_MT_0038,property,GTA_MT_0042,breeding,29
TX00001740,2016,GTA_MT_0039,slaughterhouse,SH_MT_03,slaughter,176
TX00001741,2016,GTA_MT_0039,slaughterhouse,SH_MT_04,slaughter,34
TX00001742,2016,GTA_MT_0039,property,GTA_MT_0043,other,72
TX00001743,2016,GTA_MT_0040,property,GTA_MT_0044,fattening,97
TX00001744,2016,GTA_MT_0041,slaughterhouse,SH_MT_01,slaughter,151
TX00001745,2016,GTA_MT_0041,slaughterhouse,SH_MT_02,slaughter,18
TX00001746,2016,GTA_MT_0041,property,GTA_MT_0049,breeding,49
TX00001747,2016,GTA_MT_0042,slaughterhouse,SH_MT_02,slaughter,161
TX00001748,2016,GTA_MT_0042,property,GTA_MT_0046,other,39
TX00001749,2016,GTA_MT_0043,slaughterhouse,SH_MT_03,slaughter,193
TX00001750,2016,GTA_MT_0043,slaughterhouse,SH_MT_04,slaughter,25
TX00001751,2016,GTA_MT_0043,property,GTA_MT_0047,fattening,87
TX00001752,2016,GTA_MT_0044,slaughterhouse,SH_MT_03,slaughter,184
TX00001753,2016,GTA_MT_0044,property,GTA_MT_0048,breeding,45
TX00001754,2016,GTA_MT_0045,property,GTA_MT_0049,other,118
TX00001755,2016,GTA_MT_0045,property,GTA_MT_0049,other,12
TX00001756,2016,GTA_MT_0046,slaughterhouse,SH_MT_02,slaughter,159
TX00001757,2016,GTA_MT_0046,property,GTA_MT_0054,fattening,101
TX00001758,2016,GTA_MT_0047,slaughterhouse,SH_MT_03,slaughter,162
TX00001759,2016,GTA_MT_0047,slaughterhouse,SH_MT_04,slaughter,47
TX00001760,2016,GTA_MT_0047,property,GTA_MT_0051,breeding,30
TX00001761,2016,GTA_MT_0048,slaughterhouse,SH_MT_03,slaughter,146
TX00001762,2016,GTA_MT_0048,property,GTA_MT_0052,other,54
TX00001763,2016,GTA_MT_0049,slaughterhouse,SH_MT_02,slaughter,232
TX00001764,2016,GTA_MT_0049,slaughterhouse,SH_MT_01,slaughter,28
TX00001765,2016,GTA_MT_0049,property,GTA_MT_0053,fattening,46
TX00001766,2016,GTA_MT_0050,property,GTA_MT_0054,breeding,64
TX00001767,2016,GTA_MT_0051,slaughterhouse,SH_MT_03,slaughter,222
TX00001768,2016,GTA_MT_0051,slaughterhouse,SH_MT_04,slaughter,52
TX00001769,2016,GTA_MT_0051,property,GTA_MT_0059,other,65
TX00001770,2016,GTA_MT_0052,slaughterhouse,SH_MT_04,slaughter,206
TX00001771,2016,GTA_MT_0052,property,GTA_MT_0056,fattening,96
TX00001772,2016,GTA_MT_0053,slaughterhouse,SH_MT_01,slaughter,180
TX00001773,2016,GTA_MT_0053,slaughterhouse,SH_MT_02,slaughter,31
TX00001774,2016,GTA_MT_0053,property,GTA_MT_0057,breeding,82
TX00001775,2016,GTA_MT_0054,slaughterhouse,SH_MT_02,slaughter,191
TX00001776,2016,GTA_MT_0054,property,GTA_MT_0058,other,78
TX00001777,2016,GTA_MT_0055,property,GTA_MT_0059,fattening,53
TX00001778,2016,GTA_MT_0056,slaughterhouse,SH_MT_03,slaughter,218
TX00001779,2016,GTA_MT_0056,property,GTA_MT_0064,breeding,79
TX00001780,2016,GTA_MT_0056,property,GTA_MT_0064,other,6
TX00001781,2016,GTA_MT_0057,slaughterhouse,SH_MT_01,slaughter,163
TX00001782,2016,GTA_MT_0057,slaughterhouse,SH_MT_02,slaughter,29
TX00001783,2016,GTA_MT_0057,property,GTA_MT_0061,other,84
TX00001784,2016,GTA_MT_0058,slaughterhouse,SH_MT_02,slaughter,227
TX00001785,2016,GTA_MT_0058,property,GTA_MT_0062,fattening,105
TX00001786,2016,GTA_MT_0059,slaughterhouse,SH_MT_03,slaughter,146
TX00001787,2016,GTA_MT_0059,slaughterhouse,SH_MT_04,slaughter,53
TX00001788,2016,GTA_MT_0059,property,GTA_MT_0063,breeding,116
TX00001789,2016,GTA_MT_0060,property,GTA_MT_0064,other,87
TX00001790,2016,GTA_MT_0061,slaughterhouse,SH_MT_01,slaughter,194
TX00001791,2016,GTA_MT_0061,slaughterhouse,SH_MT_02,slaughter,55
TX00001792,2016,GTA_MT_0061,property,GTA_MT_0069,fattening,107
TX00001793,2016,GTA_MT_0062,slaughterhouse,SH_MT_02,slaughter,154
TX00001794,2016,GTA_MT_0062,property,GTA_MT_0066,breeding,34
TX00001795,2016,GTA_MT_0063,slaughterhouse,SH_MT_03,slaughter,160
TX00001796,2016,GTA_MT_0063,slaughterhouse,SH_MT_04,slaughter,50
TX00001797,2016,GTA_MT_0063,property,GTA_MT_0067,other,69
TX00001798,2016,GTA_MT_0064,slaughterhouse,SH_MT_04,slaughter,201
TX00001799,2016,GTA_MT_0064,property,GTA_MT_0068,fattening,60
TX00001800,2016,GTA_MT_0065,property,GTA_MT_0069,breeding,60
TX00001801,2016,GTA_MT_0066,slaughterhouse,SH_MT_01,slaughter,255
TX00001802,2016,GTA_MT_0066,property,GTA_MT_0002,other,109
TX00001803,2016,GTA_MT_0067,slaughterhouse,SH_MT_03,slaughter,203
TX00001804,2016,GTA_MT_0067,slaughterhouse,SH_MT_04,slaughter,35
TX00001805,2016,GTA_MT_0067,property,GTA_MT_0071,fattening,100
TX00001806,2016,GTA_MT_0067,property,GTA_MT_0071,other,1
TX00001807,2016,GTA_MT_0068,slaughterhouse,SH_MT_04,slaughter,136
TX00001808,2016,GTA_MT_0068,property,GTA_MT_0072,breeding,67
TX00001809,2016,GTA_MT_0069,slaughterhouse,SH_MT_01,slaughter,220
TX00001810,2016,GTA_MT_0069,slaughterhouse,SH_MT_02,slaughter,21
TX00001811,2016,GTA_MT_0069,property,GTA_MT_0001,other,56
TX00001812,2016,GTA_MT_0070,property,GTA_MT_0002,fattening,86
TX00001813,2016,GTA_MT_0071,slaughterhouse,SH_MT_03,slaughter,182
TX00001814,2016,GTA_MT_0071,slaughterhouse,SH_MT_04,slaughter,51
TX00001815,2016,GTA_MT_0071,property,GTA_MT_0003,breeding,83
TX00001816,2016,GTA_MT_0072,slaughterhouse,SH_MT_04,slaughter,201
TX00001817,2016,GTA_MT_0072,property,GTA_MT_0004,other,18
TX00001818,2016,GTA_PA_0001,slaughterhouse,SH_PA_01,slaughter,178
TX00001819,2016,GTA_PA_0001,slaughterhouse,SH_PA_02,slaughter,54
TX00001820,2016,GTA_PA_0001,property,GTA_PA_0009,fattening,114
TX00001821,2016,GTA_PA_0001,property,GTA_PA_0009,other,1
TX00001822,2016,GTA_PA_0002,slaughterhouse,SH_PA_02,slaughter,187
TX00001823,2016,GTA_PA_0002,property,GTA_PA_0006,breeding,87
TX00001824,2016,GTA_PA_0003,slaughterhouse,SH_PA_03,slaughter,156
TX00001825,2016,GTA_PA_0003,slaughterhouse,SH_PA_04,slaughter,16
TX00001826,2016,GTA_PA_0003,property,GTA_PA_0007,other,35
TX00001827,2016,GTA_PA_0004,slaughterhouse,SH_PA_04,slaughter,171
TX00001828,2016,GTA_PA_0004,property,GTA_PA_0008,fattening,92
TX00001829,2016,GTA_PA_0005,property,GTA_PA_0009,breeding,111
TX00001830,2016,GTA_PA_0006,slaughterhouse,SH_PA_02,slaughter,191
TX00001831,2016,GTA_PA_0006,property,GTA_PA_0014,other,111
TX00001832,2016,GTA_PA_0007,slaughterhouse,SH_PA_03,slaughter,202
TX00001833,2016,GTA_PA_0007,slaughterhouse,SH_PA_04,slaughter,49
TX00001834,2016,GTA_PA_0007,property,GTA_PA_0011,fattening,39
TX00001835,2016,GTA_PA_0008,slaughterhouse,SH_PA_04,slaughter,157
TX00001836,2016,GTA_PA_0008,property,GTA_PA_0012,breeding,51
TX00001837,2016,GTA_PA_0009,slaughterhouse,SH_PA_01,slaughter,173
TX00001838,2016,GTA_PA_0009,slaughterhouse,SH_PA_02,slaughter,38
TX00001839,2016,GTA_PA_0009,property,GTA_PA_0013,other,93
TX00001840,2016,GTA_PA_0010,property,GTA_PA_0014,fattening,36
TX00001841,2016,GTA_PA_0011,slaughterhouse,SH_PA_03,slaughter,193
TX00001842,2016,GTA_PA_0011,slaughterhouse,SH_PA_04,slaughter,18
TX00001843,2016,GTA_PA_0011,property,GTA_PA_0019,breeding,124
TX00001844,2016,GTA_PA_0012,slaughterhouse,SH_PA_03,slaughter,176
TX00001845,2016,GTA_PA_0012,property,GTA_PA_0016,other,86
TX00001846,2016,GTA_PA_0012,property,GTA_PA_0016,other,2
TX00001847,2016,GTA_PA_0013,slaughterhouse,SH_PA_01,slaughter,227
TX00001848,2016,GTA_PA_0013,slaughterhouse,SH_PA_02,slaughter,35
TX00001849,2016,GTA_PA_0013,property,GTA_PA_0017,fattening,114
TX00001850,2016,GTA_PA_0014,slaughterhouse,SH_PA_02,slaughter,170
TX00001851,2016,GTA_PA_0014,property,GTA_PA_0018,breeding,59
TX00001852,2016,GTA_PA_0015,property,GTA_PA_0019,other,37
TX00001853,2016,GTA_PA_0016,slaughterhouse,SH_PA_04,slaughter,191
TX00001854,2016,GTA_PA_0016,property,GTA_PA_0024,fattening,81
TX00001855,2016,GTA_PA_0017,slaughterhouse,SH_PA_01,slaughter,191
